epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,2.3214091943657915,14.166,2.0848431964463825,21.09
2,2.0466479450235586,23.462,2.0014167993883545,24.65
3,1.9428312409564357,28.076,1.8336417433581775,31.6
4,1.7644902662852842,34.69,1.6584399863134456,38.81
5,1.6115065999043263,41.282,1.5236284536651419,44.43
6,1.4922693867207792,46.036,1.4377793828143348,47.51
7,1.4264294430422966,48.274,1.411578439459016,48.35
8,1.3698484293945001,50.538,1.3279626444925237,51.88
9,1.3318710900328654,51.898,1.2780051865155184,53.6
10,1.3005414036533716,53.156,1.280168587648416,52.95
11,1.2631822382397664,54.468,1.2290828348715095,55.62
12,1.2308378250092802,55.964,1.176944707767873,57.44
13,1.2016506318546012,56.902,1.2207828458351424,56.07
14,1.1784200433574978,57.916,1.1932473439204543,56.8
15,1.1540209175375722,58.924,1.1428083143656766,59.21
16,1.123070370510716,59.728,1.1322430757027637,59.77
17,1.1041046763624986,60.296,1.147823133046114,59.49
18,1.077877782342379,61.544,1.093231057818932,61.04
19,1.0605284786590226,62.092,1.0569548637052126,62.21
20,1.0410563188135777,62.596,1.0071150637880157,64.15
21,1.0213416374248008,63.542,0.9961018252976334,64.75
22,1.005851812832191,63.834,1.0018891164019137,64.14
23,0.9833654194231838,64.77,0.9333207335653184,67.11
24,0.972904532461825,65.212,0.9429076306427582,66.82
25,0.9492108106918042,66.174,0.9474349187899239,66.05
26,0.9385807316016663,66.562,0.9847091760816453,65.4
27,0.9179074854192222,67.314,0.9412097749830801,66.91
28,0.9107904417435532,67.482,0.8977085729188556,68.47
29,0.8903089302884953,68.268,0.877163182331037,68.93
30,0.878466848522196,68.758,0.8575092063674444,69.85
31,0.8673114887893657,68.984,0.8929036523722396,68.53
32,0.8526905124144786,69.976,0.8862945641143413,68.54
33,0.8344380158902435,70.262,0.8627084463457518,69.05
34,0.8246743529653915,70.746,0.8360477942454664,70.55
35,0.8154451511705013,70.976,0.8135749456248705,71.57
36,0.8039660883681549,71.446,0.8036048963100095,71.43
37,0.7867438973063399,72.34,0.8336936959737464,70.95
38,0.77998952335104,72.416,0.8313189858122717,70.54
39,0.7663164728742731,72.716,0.8333262869074375,70.61
40,0.7624468169248927,73.046,0.8378453654578969,70.59
41,0.7444957935291788,73.578,0.7881611668610875,72.02
42,0.7323448199140447,74.278,0.7760241793680794,72.85
43,0.7209596195641685,74.52,0.792818239218072,72.42
44,0.7094890816742198,74.71,0.7593791654592827,73.17
45,0.6999688821527964,75.296,0.7818796770482124,72.43
46,0.684453661027162,75.874,0.7372618449639671,73.85
47,0.6733315603050125,75.99,0.7493041633050653,73.9
48,0.6632259484294736,76.352,0.7455267943913424,74.19
49,0.6568306689829473,76.614,0.7920797587950018,72.26
50,0.6415612718943134,77.218,0.7295823998843567,74.44
51,0.625652571468402,77.872,0.7572694262371787,73.75
52,0.6269234903633137,77.646,0.7234626235086706,74.53
53,0.6080316215982218,78.366,0.6888729835612865,75.57
54,0.6020855124649185,78.576,0.7072955694379686,75.38
55,0.5931587395308268,78.956,0.6909058893783183,75.87
56,0.5766279448176284,79.59,0.697516887248317,75.61
57,0.5666422275326136,79.958,0.691316880380051,75.95
58,0.5554852341599477,80.158,0.7108161030690882,75.09
59,0.5489292517494972,80.504,0.6806194529503207,76.04
60,0.5275773372491608,81.112,0.6992741498766066,75.91
61,0.5208142106337925,81.588,0.6956358408626122,75.72
62,0.5177111046774613,81.626,0.6838142815270002,76.2
63,0.4989433027899174,82.47,0.7069757905187486,76.11
64,0.49109794660602385,82.53,0.6901117423667184,76.63
65,0.47952491799583824,82.824,0.6844002928914903,76.85
66,0.46785651882896034,83.372,0.6534205312970318,77.61
67,0.45552460906450704,83.728,0.6537515645540213,77.42
68,0.4450837807429721,84.072,0.6784310171121284,77.18
69,0.43844073221964,84.354,0.6512555951559091,77.53
70,0.4195227932061076,84.862,0.667556425061407,77.4
71,0.4101912281702242,85.356,0.7008983047702645,76.88
72,0.4064222419124735,85.356,0.6717868209639682,77.55
73,0.39852748026171,85.732,0.6782274472562573,76.9
74,0.3846839071844545,86.156,0.6757087990452971,77.75
75,0.3633038246494425,87.04,0.6551827969430368,78.23
76,0.36462110494408767,86.856,0.6781467312498938,77.93
77,0.34576596628369577,87.624,0.6798009796987606,77.99
78,0.3345747613312338,87.862,0.705404104311255,77.67
79,0.33261427893053236,88.114,0.6489312848712825,79.08
80,0.3166057473939398,88.528,0.6958080669747123,77.99
81,0.30408758226105626,89.074,0.704632861704766,77.84
82,0.2915565015562355,89.534,0.6928083674062656,78.26
83,0.2874824269805723,89.552,0.7260859710506246,77.95
84,0.27194049051198205,90.14,0.6908142366741277,78.59
85,0.26222374959065176,90.548,0.7127544732787942,78.38
86,0.2541194505551282,90.834,0.7272877066950255,78.2
87,0.24036116328309565,91.354,0.7335394473769997,77.91
88,0.23511116923121236,91.578,0.7266434468800509,78.27
89,0.22745457779416037,91.772,0.7029682914667492,78.98
90,0.2192189987853665,92.036,0.7557719021658355,78.01
91,0.20945448178769377,92.47,0.7545157776603216,77.89
92,0.20342749448688438,92.684,0.7364661338963087,78.81
93,0.19347010836805528,93.034,0.7570101652718797,78.57
94,0.18535938541716931,93.38,0.8225980653792997,77.77
95,0.18889872289603324,93.184,0.7911398961574216,77.91
96,0.17760641583243905,93.688,0.7892402478411228,79.04
97,0.16869501382722268,94.026,0.7597556593297403,79.19
98,0.1641267963192042,94.21,0.7945653049251701,78.29
99,0.1586329064539174,94.396,0.7679385120355631,79.25
100,0.1551249208467086,94.482,0.8294904624359517,78.04
